c_5mM.c_0mM___padj,p_5mM.p_0mM___padj,Combined categories
0.000574893,4.86E-08,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
0.5487242,9.74E-06,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
6.12E-06,1.10E-38,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
1.22E-05,0.058485068,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
5.40E-10,4.14E-14,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
7.81E-07,1.04E-08,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
0.000273916,3.05E-38,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
0.33609628,0.000176025,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
1.18E-20,0.076646069,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
2.39E-09,0.04026886,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
2.02E-11,3.19E-05,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
0.016003,0.5352568,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
1.28E-19,4.88E-07,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
1.77E-28,8.01E-30,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
0.100439224,5.40E-59,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
0.129826183,5.76E-30,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
1.86E-12,1.49E-17,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
0.350308954,0.001912394,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
0.596217791,0.011707569,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
9.76E-11,0.06774442,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
1.74E-18,8.27E-26,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
0.012930291,1.68E-48,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
0.026222557,1.58E-24,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
0.022876733,6.17E-18,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
0.179959236,1.05E-20,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
9.69E-05,0.012264738,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
3.25E-06,3.19E-12,Iron uptake
1.88E-19,9.94E-08,Iron uptake
0.000453708,6.13E-22,Iron uptake
5.46E-08,1.10E-42,Iron uptake
1.50E-20,3.12E-68,Iron uptake
1.68E-25,0.005374398,Iron uptake
6.64E-50,0.524383828,Iron uptake
7.65E-104,0.005174728,Iron uptake
1.84E-39,0.003438167,Sulfur metabolism
7.25E-37,2.27E-09,Sulfur metabolism
7.13E-59,0.000373187,Sulfur metabolism
2.22E-30,0.02637729,Sulfur metabolism
2.14E-56,2.84E-05,Sulfur metabolism
1.08E-65,9.08E-07,Sulfur metabolism
5.05E-111,0.2408045,Sulfur metabolism
4.07E-58,1.75E-11,Sulfur metabolism
4.55E-85,2.80E-08,Sulfur metabolism
7.49E-68,0.000142607,Sulfur metabolism
1.14E-63,8.10E-05,Sulfur metabolism
0.001860185,1.92E-23,Sulfur metabolism
0.184432081,0.000299461,Sulfur metabolism
0.01058542,4.76E-10,Sulfur metabolism
9.88E-15,5.79E-23,Sulfur metabolism
6.73E-238,0.071073811,Sulfur metabolism
1.47E-59,4.01E-07,Sulfur metabolism
3.70E-61,1.01E-12,Sulfur metabolism
2.08E-97,0.128590741,Sulfur metabolism
6.36E-172,0.131817813,Sulfur metabolism
4.71E-69,2.24E-07,Sulfur metabolism
2.89E-45,4.09E-08,Sulfur metabolism
6.48E-54,2.57E-05,Sulfur metabolism
1.17E-122,0.000579628,Sulfur metabolism
1.20E-153,0.697111607,Sulfur metabolism
8.08E-25,0.401521803,Sulfur metabolism
9.05E-49,0.106383387,Sulfur metabolism
1.17E-57,0.130427593,Sulfur metabolism
1.41E-61,0.035221804,Sulfur metabolism
1.85E-54,0.686721233,Sulfur metabolism
8.80E-53,0.545430896,Sulfur metabolism
1.75E-51,0.692837599,Sulfur metabolism
3.77E-85,0.16643709,Sulfur metabolism
3.10E-15,0.8426449,"Stresses (oxidative, heat, cold, osmotic)"
1.05E-05,1.67E-08,"Stresses (oxidative, heat, cold, osmotic)"
4.33E-13,1.05E-09,"Stresses (oxidative, heat, cold, osmotic)"
2.78E-07,3.65E-12,"Stresses (oxidative, heat, cold, osmotic)"
7.35E-06,4.74E-18,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
2.70E-05,9.13E-39,Quorum sensing/sensors/signaling
0.000320668,4.51E-20,Quorum sensing/sensors/signaling
0.896938276,2.12E-07,Quorum sensing/sensors/signaling
0.000159398,6.74E-09,Quorum sensing/sensors/signaling
8.43E-10,0.890542764,Quorum sensing/sensors/signaling
1.97E-06,4.37E-13,Quorum sensing/sensors/signaling
1.69E-05,4.79E-05,Quorum sensing/sensors/signaling
1.94E-05,2.69E-08,Quorum sensing/sensors/signaling
0.015946296,6.56E-12,Quorum sensing/sensors/signaling
0.01585009,3.56E-06,Quorum sensing/sensors/signaling
0.000336535,9.18E-09,Quorum sensing/sensors/signaling
0.00779392,4.06E-11,Quorum sensing/sensors/signaling
0.04062355,1.09E-18,Quorum sensing/sensors/signaling
0.182499949,4.59E-24,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
0.7825864,8.43E-55,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
0.017982815,2.03E-19,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
2.82E-22,5.12E-54,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
8.34E-15,1.22E-31,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
9.43E-07,8.11E-53,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
0.303553894,5.38E-50,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
0.325345551,5.56E-09,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
1.62E-62,0.119004385,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
2.86E-66,0.280117661,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
0.000404539,4.33E-16,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
6.98E-05,1.27E-07,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
5.51E-06,4.74E-18,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
7.35E-39,1.33E-12,Quorum sensing/sensors/signaling
0.117000305,1.70E-11,Quorum sensing/sensors/signaling
0.122138024,1.08E-11,Cell division/self-lysis/cell shape
0.0031204,6.86E-11,Cell division/self-lysis/cell shape
0.000124109,6.04E-22,Cell division/self-lysis/cell shape
0.015966789,0.000675087,Cell division/self-lysis/cell shape
6.95E-06,1.36E-06,Amino acid metabolism and transport
2.86E-12,7.01E-17,Amino acid metabolism and transport
1.18E-15,6.65E-08,"Type II, III, V, VI, Sec secretion systems"
0.01177254,5.78E-07,"Type II, III, V, VI, Sec secretion systems"
5.24E-40,1.28E-32,Cell division/self-lysis/cell shape
0.423388312,4.77E-13,"Resistance (antibiotic, heavy metals)"
0.052016506,3.20E-07,"Resistance (antibiotic, heavy metals)"
4.27E-140,3.95E-11,"Resistance (antibiotic, heavy metals)"
0.052010849,2.88E-26,"Resistance (antibiotic, heavy metals)"
7.88E-16,1.01E-28,"Resistance (antibiotic, heavy metals)"
0.538995473,4.39E-21,"Resistance (antibiotic, heavy metals)"
7.89E-08,1.07E-144,"Resistance (antibiotic, heavy metals)"
0.956682055,3.89E-190,"Resistance (antibiotic, heavy metals)"
3.68E-15,7.76E-125,"Resistance (antibiotic, heavy metals)"
0.0549452,1.25E-59,"Resistance (antibiotic, heavy metals)"
1.05E-17,3.62E-08,"Resistance (antibiotic, heavy metals)"
3.56E-06,3.69E-32,"Resistance (antibiotic, heavy metals)"
0.003813246,6.25E-13,"DNA replication, recombination, modification and repair"
2.11E-16,5.30E-05,"Translation, protein folding and secretion"
1.25E-12,3.21E-08,"Translation, protein folding and secretion"
1.98E-15,6.35E-17,"Translation, protein folding and secretion"
2.73E-14,5.41E-08,"Translation, protein folding and secretion"
1.30E-11,2.47E-36,"Translation, protein folding and secretion"
4.93E-08,5.60E-11,"Translation, protein folding and secretion"
5.10E-10,7.03E-08,"Translation, protein folding and secretion"
0.027879609,1.60E-06,"Translation, protein folding and secretion"
3.52E-09,4.39E-05,"Translation, protein folding and secretion"
9.92E-17,7.74E-14,"Translation, protein folding and secretion"
2.21E-10,7.83E-11,"Translation, protein folding and secretion"
3.71E-10,1.49E-06,"Translation, protein folding and secretion"
4.02E-09,9.12E-16,"Translation, protein folding and secretion"
5.71E-22,2.70E-25,"Translation, protein folding and secretion"
4.17E-13,3.17E-16,"Translation, protein folding and secretion"
6.73E-13,1.69E-11,"Translation, protein folding and secretion"
3.89E-25,5.62E-08,"Translation, protein folding and secretion"
8.03E-20,4.22E-08,"Translation, protein folding and secretion"
2.96E-15,7.38E-16,"Translation, protein folding and secretion"
2.12E-11,4.64E-10,"Translation, protein folding and secretion"
3.51E-14,1.94E-21,"Translation, protein folding and secretion"
8.83E-10,0.000651874,"Translation, protein folding and secretion"
1.31E-20,1.76E-09,"Translation, protein folding and secretion"
1.43E-21,4.03E-21,"Translation, protein folding and secretion"
1.64E-19,1.22E-20,"Translation, protein folding and secretion"
1.27E-05,0.000401749,"Translation, protein folding and secretion"
1.24E-11,2.26E-25,"Translation, protein folding and secretion"
1.83E-15,5.48E-18,"Translation, protein folding and secretion"
1.71E-16,4.74E-18,"Translation, protein folding and secretion"
4.97E-13,1.00E-12,"Translation, protein folding and secretion"
6.13E-12,2.09E-13,"Translation, protein folding and secretion"
1.94E-11,8.77E-08,"Translation, protein folding and secretion"
2.04E-12,7.70E-15,"Translation, protein folding and secretion"
1.09E-11,1.05E-05,"Translation, protein folding and secretion"
0.215645386,0.000860441,"Translation, protein folding and secretion"
0.3114249,4.81E-05,"Translation, protein folding and secretion"
0.1645266,0.1765676,"Translation, protein folding and secretion"
1.03E-05,0.600347946,"Translation, protein folding and secretion"
5.14E-10,4.90E-11,"Translation, protein folding and secretion"
0.000140313,0.368854633,"Translation, protein folding and secretion"
0.030401,0.859088505,"Translation, protein folding and secretion"
0.00124005,0.01144799,"Translation, protein folding and secretion"
5.90E-11,0.3112802,"Translation, protein folding and secretion"
5.62E-11,0.1600904,"Translation, protein folding and secretion"
5.89E-08,0.1020072,"Translation, protein folding and secretion"
0.04883783,4.83E-08,"Translation, protein folding and secretion"
3.07E-05,3.01E-31,"Translation, protein folding and secretion"
7.86E-05,0.736472563,"Translation, protein folding and secretion"
0.010899459,0.179543075,"Translation, protein folding and secretion"
0.01129149,2.83E-17,"Translation, protein folding and secretion"
1.69E-07,0.00223902,"Translation, protein folding and secretion"
0.000103572,0.977259424,"Translation, protein folding and secretion"
0.364429102,5.91E-08,"Translation, protein folding and secretion"
2.13E-05,0.022105193,"Translation, protein folding and secretion"
9.64E-08,0.02354824,"Translation, protein folding and secretion"
2.10E-21,0.003233788,"Translation, protein folding and secretion"
0.5034942,0.3676878,"Translation, protein folding and secretion"
0.01050501,4.26E-10,"Translation, protein folding and secretion"
0.002957667,0.809709592,"Translation, protein folding and secretion"
8.74E-23,0.0840486,"Translation, protein folding and secretion"
1.80E-18,2.62E-05,"Translation, protein folding and secretion"
5.23E-10,0.03236193,"Translation, protein folding and secretion"
0.000644316,0.9168113,"Translation, protein folding and secretion"
4.80E-10,0.4621935,"Translation, protein folding and secretion"
4.86E-10,0.00025337,"Translation, protein folding and secretion"
1.83E-15,0.9587236,"Translation, protein folding and secretion"
5.37E-11,0.378106426,"Translation, protein folding and secretion"
3.39E-16,0.9068673,"Translation, protein folding and secretion"
3.21E-16,7.25E-06,"Translation, protein folding and secretion"
9.68E-12,6.10E-12,"Translation, protein folding and secretion"
3.47E-13,1.41E-08,"Translation, protein folding and secretion"
1.23E-06,0.0251447,"Translation, protein folding and secretion"
1.68E-17,0.003510661,"Translation, protein folding and secretion"
1.40E-05,0.8910942,"Translation, protein folding and secretion"
1.66E-11,0.000191651,"Translation, protein folding and secretion"
1.27E-14,0.000150469,"Translation, protein folding and secretion"
2.09E-15,9.43E-09,"Translation, protein folding and secretion"
0.000430804,0.001021228,"Translation, protein folding and secretion"
1.11E-05,0.8083775,"Translation, protein folding and secretion"
1.01E-08,0.5304242,"Translation, protein folding and secretion"
3.10E-15,0.5161244,"Translation, protein folding and secretion"
1.88E-21,0.747974072,"Translation, protein folding and secretion"
0.2936234,0.03565611,"Translation, protein folding and secretion"
8.03E-06,4.11E-06,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
5.42E-27,8.71E-58,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
2.79E-15,1.13E-20,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
2.94E-12,1.01E-20,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
0.000611557,1.76E-18,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
0.002613282,0.2118344,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
3.47E-11,5.71E-14,"Resistance (antibiotic, heavy metals)"
0.050554801,1.62E-19,"Resistance (antibiotic, heavy metals)"
0.008697682,6.07E-38,"Resistance (antibiotic, heavy metals)"
2.31E-11,5.10E-05,"Resistance (antibiotic, heavy metals)"
0.000891489,3.54E-12,"Resistance (antibiotic, heavy metals)"
0.8328185,5.45E-09,"Resistance (antibiotic, heavy metals)"
0.000558337,3.91E-14,"Resistance (antibiotic, heavy metals)"
0.019238931,0.075590595,"Resistance (antibiotic, heavy metals)"
0.0019855,0.000208088,"Resistance (antibiotic, heavy metals)"
1.64E-12,0.007954214,"Resistance (antibiotic, heavy metals)"
6.61E-24,2.03E-07,"Resistance (antibiotic, heavy metals)"
0.061936276,0.006651468,"Resistance (antibiotic, heavy metals)"
0.100045878,2.29E-27,"Resistance (antibiotic, heavy metals)"
0.3629409,1.14E-11,"Resistance (antibiotic, heavy metals)"
2.39E-11,1.95E-12,"DNA replication, recombination, modification and repair"
5.98E-09,3.36E-19,"DNA replication, recombination, modification and repair"
3.36E-10,0.000108639,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
2.63E-15,0.06201217,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
5.69E-06,0.177115474,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
1.46E-05,0.01453976,Transcriptional Regulators/Two-component/Sigma/Antisigma factors
0.202009438,0.372794924,Quorum sensing/sensors/signaling
7.32E-05,3.37E-05,Quorum sensing/sensors/signaling
0.007801799,0.000800387,Quorum sensing/sensors/signaling
8.59E-05,0.5290163,Quorum sensing/sensors/signaling
0.04389959,0.03268212,Quorum sensing/sensors/signaling
0.446044722,3.64E-81,Quorum sensing/sensors/signaling
1.23E-53,2.71E-05,Quorum sensing/sensors/signaling
0.008109039,1.96E-35,Quorum sensing/sensors/signaling
0.7304452,1.09E-20,Quorum sensing/sensors/signaling
2.02E-07,2.38E-36,Quorum sensing/sensors/signaling
3.20E-17,4.66E-73,Quorum sensing/sensors/signaling
9.36E-46,0.004852758,Quorum sensing/sensors/signaling
1.93E-36,7.77E-06,Quorum sensing/sensors/signaling
4.40E-36,1.51E-05,Quorum sensing/sensors/signaling
6.46E-42,0.168521644,Quorum sensing/sensors/signaling
1.60E-14,0.322913179,Quorum sensing/sensors/signaling
0.523190524,5.06E-13,Quorum sensing/sensors/signaling
0.006353124,1.21E-12,Quorum sensing/sensors/signaling
0.015052304,1.27E-15,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
0.007826103,1.09E-22,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
0.000236576,1.07E-93,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
7.78E-06,1.19E-22,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
6.24E-07,2.53E-09,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
4.61E-08,2.47E-07,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
1.95E-09,3.55E-12,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
1.66E-07,2.32E-09,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
4.39E-06,1.20E-06,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
4.84E-06,1.29E-05,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
5.11E-09,3.51E-29,"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)"
